scenario,scope,industry,model,family,target,n,wape,wape_sd,wape_min,wape_max,mae,r2_original,bias,sse,nonpositive
main,8004,일식회집,M7,log_ridge_smear,cnt,239,0.22780022790133,0.00718818818826043,0.214969541668573,0.237890680567049,8183.03883353254,0.859693725965461,0.0842817729884834,74105879705.2616,0
main,8004,일식회집,M7,log_ridge_smear,ticket,239,0.137417347729252,0.00192342077894886,0.133929063625468,0.140193315668426,8242.51052739402,0.591750726897403,0.00256292300393705,35652398732.4325,0
main,8004,일식회집,M8,log_ridge_smear,amt,239,0.23183771279921,0.00928708203153465,0.218189192525717,0.249663471547399,418550756.286603,0.837079616242481,0.0596013514820047,1.71345748754799e+20,0
main,8004,일식회집,M8,log_ridge_smear,cnt,239,0.220991535867335,0.00694908304765073,0.209907624891378,0.229111134592481,7938.45702677563,0.855082587477236,0.0611408590486382,76541355071.3066,0
main,8004,일식회집,M8,log_ridge_smear,ticket,239,0.144921473508828,0.00225047897219425,0.140849409662709,0.149121609947577,8692.61989683778,0.543617610366788,0.00468099054381315,39855862586.1277,0
main,8004,일식회집,M9,log_ridge_smear,amt,239,0.23375241559855,0.00843224753711504,0.224047281927282,0.253542339480153,422007485.975022,0.853904485166814,0.0617016014925767,1.53650788203811e+20,0
main,8004,일식회집,M9,log_ridge_smear,cnt,239,0.224943881111754,0.00917359679080541,0.215331695128457,0.239982155983516,8080.43315610862,0.868362037468453,0.0625542980739495,69527518160.7856,0
main,8004,일식회집,M9,log_ridge_smear,ticket,239,0.145807636102212,0.00367256689268137,0.141375813490476,0.152788275511292,8745.77333507282,0.516126535005001,0.00614717520049001,42256657504.7153,0
main,8004,일식회집,M9,raw_ridge,amt,239,0.338571598838154,0.0103144715249484,0.318979119114943,0.351279373928334,611243947.500491,0.809990278031246,-0.00207268413469587,1.99836001674805e+20,31.8
main,8004,일식회집,M9,raw_ridge,cnt,239,0.333274748315654,0.00886115906834662,0.318297658763016,0.344840906530434,11971.8941145399,0.810731110019988,-0.00369437894235525,99966574476.5943,38.4
main,8004,일식회집,M9,raw_ridge,ticket,239,0.141085311026763,0.00307235746934053,0.134536428131254,0.14604260619976,8462.52078514835,0.591765253145688,0.00339999617407445,35651130155.5359,0
main,8004,일식회집,M9_alpha10,log_ridge_smear,amt,239,0.203787984867558,0.00687151946732798,0.193481448049764,0.216346963962608,367910872.474454,0.903115333819565,0.0170779555266652,1.01895019436322e+20,0
main,8004,일식회집,M9_alpha10,log_ridge_smear,cnt,239,0.189209976133227,0.0057765999455586,0.17626969813775,0.195351971037391,6796.79997098425,0.933997016276207,0.0181224709008777,34860944071.679,0
main,8004,일식회집,M9_alpha10,log_ridge_smear,ticket,239,0.137622385126332,0.00270424041680377,0.134013328932337,0.141719053800643,8254.80899575972,0.564473627504056,0.00159995264966529,38034507135.0883,0
main,8004,일식회집,M9_broad_supply,log_ridge_smear,amt,239,0.237015259626371,0.00853336739432358,0.227107854891036,0.254371006339163,427898097.209065,0.85870685992964,0.0553671193213496,1.48600060476811e+20,0
main,8004,일식회집,M9_broad_supply,log_ridge_smear,cnt,239,0.224546308613829,0.00900504229732483,0.215413570089355,0.238838783819864,8066.15155850165,0.875177065185126,0.0566148298384528,65928009673.8344,0
main,8004,일식회집,M9_broad_supply,log_ridge_smear,ticket,239,0.146609776027724,0.00385381951796448,0.142361239688879,0.153741077883185,8793.88696038819,0.513186656209149,0.00581722763853064,42513397045.8741,0
main,8004,일식회집,M9_taxable_pay,log_ridge_smear,amt,239,0.233700854811623,0.00845776611815849,0.223902144876432,0.253551433151118,421914400.143115,0.854304240705479,0.0614811580116659,1.53230359461184e+20,0
main,8004,일식회집,M9_taxable_pay,log_ridge_smear,cnt,239,0.224918863779997,0.00921165704898967,0.215282345978372,0.240021516948696,8079.53448362194,0.868612790766096,0.0624322100007843,69395077228.6983,0
main,8004,일식회집,M9_taxable_pay,log_ridge_smear,ticket,239,0.145790302503159,0.00367002890857973,0.141289806905126,0.15275926216159,8744.7336383021,0.516005471875628,0.00611915331154227,42267229944.7528,0
