scenario,scope,industry,model,family,target,repeat,alpha,n,mae,wape,r2_original,bias,sse,nonpositive
main,4010,편의점,M7,log_ridge_smear,cnt,0,1,251,157079.722141396,0.154811890771628,0.911714434428742,0.0182344136765568,17468636429634,0
main,4010,편의점,M7,log_ridge_smear,ticket,0,1,251,407.123048257732,0.0461854158124121,0.802751058959595,-0.000399255241463957,79580082.4136009,0
main,4010,편의점,M7,log_ridge_smear,amt,1,1,251,1089446311.42467,0.13329893629241,0.932452214830322,0.00746532339652946,7.8195666527652e+20,0
main,4010,편의점,M7,log_ridge_smear,cnt,1,1,251,153880.669451403,0.15165902425987,0.911479502016226,0.0137637944336065,17515121366024.6,0
main,4010,편의점,M7,log_ridge_smear,ticket,1,1,251,401.866546087253,0.0455891004244689,0.809640194416255,-0.000584685339597988,76800660.8131214,0
main,4010,편의점,M7,log_ridge_smear,amt,2,1,251,1117828122.37068,0.136771585811236,0.924552981955165,0.00611532411330606,8.73400933682713e+20,0
main,4010,편의점,M7,log_ridge_smear,cnt,2,1,251,159047.865638919,0.156751619286599,0.902031560653047,0.0127482720641136,19384539674826.8,0
main,4010,편의점,M7,log_ridge_smear,ticket,2,1,251,404.308559415286,0.0458661306772568,0.808094921814407,-0.000418075930641939,77424101.0220162,0
main,4010,편의점,M7,log_ridge_smear,amt,3,1,251,1144420241.12457,0.140025257980744,0.925005104164943,0.00698132404743553,8.68167009660377e+20,0
main,4010,편의점,M7,log_ridge_smear,cnt,3,1,251,158326.498017455,0.156040666377479,0.903436571731535,0.0121878109658361,19106536950928.3,0
main,4010,편의점,M7,log_ridge_smear,ticket,3,1,251,402.402243314616,0.0456498717301005,0.808507733981126,0.000120810787767594,77257551.9593163,0
main,4010,편의점,M7,log_ridge_smear,amt,4,1,251,1130293194.89615,0.138296746703543,0.925921135401726,0.00840833157639534,8.57562713318092e+20,0
main,4010,편의점,M7,log_ridge_smear,cnt,4,1,251,160615.339028676,0.158296462350328,0.905456667203545,0.0146517002829171,18706830462949.9,0
main,4010,편의점,M7,log_ridge_smear,ticket,4,1,251,412.438878426413,0.0467884615691663,0.795822941042505,-0.000718251479415456,82375231.4871783,0
main,4010,편의점,M7,log_ridge_smear,amt,5,1,251,1124950640.62694,0.137643059785976,0.92802562182028,0.00531975535618941,8.33200446252806e+20,0
main,4010,편의점,M7,log_ridge_smear,cnt,5,1,251,156922.552330738,0.154656990092989,0.908205755259387,0.0101783093531792,18162881750045,0
main,4010,편의점,M7,log_ridge_smear,ticket,5,1,251,413.607730850298,0.0469210601421321,0.804042007735392,9.82096647250474e-05,79059249.1486529,0
main,4010,편의점,M7,log_ridge_smear,amt,6,1,251,1147266887.63409,0.140373558716393,0.924569021751644,0.00864641191487191,8.73215251417416e+20,0
main,4010,편의점,M7,log_ridge_smear,cnt,6,1,251,160097.298455829,0.157785900964774,0.905949051928142,0.0139052345771624,18609404686925.8,0
main,4010,편의점,M7,log_ridge_smear,ticket,6,1,251,407.322666146117,0.0462080611409389,0.800099033863062,0.000704664069102476,80650041.9004902,0
main,4010,편의점,M7,log_ridge_smear,amt,7,1,251,1129599357.37996,0.138211852384385,0.923756720515528,0.0102734279992828,8.82618733177738e+20,0
main,4010,편의점,M7,log_ridge_smear,cnt,7,1,251,157375.453538583,0.155103352560171,0.903742337701999,0.0153042058985284,19046036522166.1,0
main,4010,편의점,M7,log_ridge_smear,ticket,7,1,251,404.747287966537,0.0459159015282441,0.801313626640912,0.000614196262585312,80160014.4618106,0
main,4010,편의점,M7,log_ridge_smear,amt,8,1,251,1070586604.38394,0.13099136146201,0.935681561118338,0.00415912633500071,7.44572628952352e+20,0
main,4010,편의점,M7,log_ridge_smear,cnt,8,1,251,148288.463550555,0.146147555578284,0.917378188082694,0.0100617266586761,16347976979046.5,0
main,4010,편의점,M7,log_ridge_smear,ticket,8,1,251,408.110336603278,0.0462974171421352,0.805556733213982,-4.46385819191272e-05,78448133.1761948,0
main,4010,편의점,M7,log_ridge_smear,amt,9,1,251,1119303853.84832,0.136952148574321,0.923660382603887,0.0102521862008872,8.83733974364956e+20,0
main,4010,편의점,M7,log_ridge_smear,cnt,9,1,251,157257.139182416,0.154986746362159,0.90406893552128,0.0158620036880988,18981414196570.5,0
main,4010,편의점,M7,log_ridge_smear,ticket,9,1,251,400.620859959595,0.0454477855762336,0.808105135810555,-0.00036048786246061,77419980.1854178,0
main,4010,편의점,M8,log_ridge_smear,amt,0,1,251,1076766700.96895,0.131747525664254,0.939899414547664,0.0143931333040174,6.95745289996143e+20,0
main,4010,편의점,M8,log_ridge_smear,cnt,0,1,251,141579.227526885,0.139535183845652,0.931608077919091,0.0176386324138638,13532377731566.7,0
main,4010,편의점,M8,log_ridge_smear,ticket,0,1,251,391.793865609478,0.044446421477152,0.823081424486084,-0.00068275181810526,71377796.7355998,0
main,4010,편의점,M8,log_ridge_smear,amt,1,1,251,1042931889.41212,0.127607675592816,0.942936140001409,0.00429231510321377,6.60591099474494e+20,0
main,4010,편의점,M8,log_ridge_smear,cnt,1,1,251,140103.610370648,0.138080870845235,0.933028031303314,0.0075963440334082,13251418446144.2,0
main,4010,편의점,M8,log_ridge_smear,ticket,1,1,251,385.3467859469,0.0437150429510131,0.830659647798296,-0.00121274518246873,68320362.6497511,0
main,4010,편의점,M8,log_ridge_smear,amt,2,1,251,1156838805.6306,0.141544728395736,0.886989158690107,0.0177442186574604,1.3082528226321e+21,0
main,4010,편의점,M8,log_ridge_smear,cnt,2,1,251,150958.845446996,0.148779383957113,0.896099917758593,0.0182146055989575,20558205069426.3,0
main,4010,편의점,M8,log_ridge_smear,ticket,2,1,251,404.544282617143,0.0458928719146812,0.812096665188116,0.000289876201603142,75809597.7156963,0
main,4010,편의점,M8,log_ridge_smear,amt,3,1,251,1056614926.17386,0.129281860200596,0.93835155408896,0.00163823569342588,7.13663861264791e+20,0
main,4010,편의점,M8,log_ridge_smear,cnt,3,1,251,140084.087872443,0.138061630202213,0.929738200243166,0.00255866451280359,13902361353206.9,0
main,4010,편의점,M8,log_ridge_smear,ticket,3,1,251,384.703729041973,0.0436420924003817,0.832650318518451,0.000239859429976637,67517226.5764585,0
main,4010,편의점,M8,log_ridge_smear,amt,4,1,251,1033330172.23685,0.126432859842263,0.940737783333004,0.00533211849068585,6.86040041215451e+20,0
main,4010,편의점,M8,log_ridge_smear,cnt,4,1,251,138220.195220992,0.136224647416449,0.930771656809532,0.0089068657436785,13697876317551.9,0
main,4010,편의점,M8,log_ridge_smear,ticket,4,1,251,389.455796797261,0.0441811830418623,0.82663054158771,-0.00130643517764117,69945905.4922136,0
main,4010,편의점,M8,log_ridge_smear,amt,5,1,251,1067805038.34828,0.130651023631781,0.939608231478144,0.00285761355250516,6.99116126529941e+20,0
main,4010,편의점,M8,log_ridge_smear,cnt,5,1,251,142558.596967929,0.140500413684775,0.9314078615257,0.00303916597368553,13571993577721.8,0
main,4010,편의점,M8,log_ridge_smear,ticket,5,1,251,392.588567729395,0.0445365751739579,0.82559159923335,0.000106764373943534,70365066.7700732,0
main,4010,편의점,M8,log_ridge_smear,amt,6,1,251,1047867408.85131,0.128211559863565,0.941131149220431,0.0021513791906643,6.81486300825691e+20,0
main,4010,편의점,M8,log_ridge_smear,cnt,6,1,251,137012.035026538,0.135033929980049,0.933696651120717,0.00394839171996772,13119121887535.9,0
main,4010,편의점,M8,log_ridge_smear,ticket,6,1,251,371.328796848352,0.0421247948475443,0.841306770126043,0.000142424003285602,64024781.3004131,0
main,4010,편의점,M8,log_ridge_smear,amt,7,1,251,1086847275.42705,0.132980931880228,0.931975350948469,0.00937982299948484,7.87477007503998e+20,0
main,4010,편의점,M8,log_ridge_smear,cnt,7,1,251,144664.845620915,0.142576253468285,0.920892399883635,0.0129905979009394,15652636943672.1,0
main,4010,편의점,M8,log_ridge_smear,ticket,7,1,251,382.490875113383,0.0433910587650682,0.825127600937805,-0.000909712708426099,70552266.8757087,0
main,4010,편의점,M8,log_ridge_smear,amt,8,1,251,1047161196.12354,0.128125151378428,0.937569966362064,0.00688432603551927,7.22711792755204e+20,0
main,4010,편의점,M8,log_ridge_smear,cnt,8,1,251,138575.276082991,0.136574601814594,0.929664491345975,0.00924735313142163,13916945775001.5,0
main,4010,편의점,M8,log_ridge_smear,ticket,8,1,251,390.225543200876,0.0442685056777906,0.828738722258667,-0.000299157487351616,69095360.0309675,0
main,4010,편의점,M8,log_ridge_smear,amt,9,1,251,1075637985.25937,0.13160942193038,0.935627771426811,0.00956039247798156,7.45195317138309e+20,0
main,4010,편의점,M8,log_ridge_smear,cnt,9,1,251,141878.292505472,0.139829931087164,0.931102154080075,0.00985602136275235,13632482426458.4,0
main,4010,편의점,M8,log_ridge_smear,ticket,9,1,251,382.124547685168,0.0433495013423971,0.830681794180115,0.000810465998822792,68311427.6923259,0
main,4010,편의점,M9,log_ridge_smear,amt,0,1,251,780950734.117324,0.0955530355768377,0.96892534707533,0.00510619919828761,3.59730995095723e+20,0
main,4010,편의점,M9,log_ridge_smear,cnt,0,1,251,99380.3866861455,0.097945586857154,0.96787175287803,0.00735919162552301,6357060346882.34,0
main,4010,편의점,M9,log_ridge_smear,ticket,0,1,251,365.009819295878,0.0414079486581201,0.858750957833144,0.00023089962605819,56986924.021955,0
main,4010,편의점,M9,log_ridge_smear,amt,1,1,251,792939969.290986,0.0970199755066438,0.96918532682922,-0.00196513378585786,3.56721379001264e+20,0
main,4010,편의점,M9,log_ridge_smear,cnt,1,1,251,101294.800026209,0.0998323609413788,0.969898371890434,0.00028991223457849,5956063077623.21,0
main,4010,편의점,M9,log_ridge_smear,ticket,1,1,251,355.838562878502,0.040367530305557,0.858723858178476,-0.00108761887181499,56997857.3772393,0
main,4010,편의점,M9,log_ridge_smear,amt,2,1,251,923667410.731269,0.113015099548535,0.933558060270157,0.0167306886118414,7.69155013671325e+20,0
main,4010,편의점,M9,log_ridge_smear,cnt,2,1,251,116468.702575237,0.114787190960017,0.942968089914137,0.0166210693779637,11284627285684.7,0
main,4010,편의점,M9,log_ridge_smear,ticket,2,1,251,367.777890515232,0.0417219680210899,0.84515054390678,0.000583361366939375,62474010.824096,0
main,4010,편의점,M9,log_ridge_smear,amt,3,1,251,831498607.994789,0.101737808290325,0.964988865082889,0.00175916730900746,4.05301080391608e+20,0
main,4010,편의점,M9,log_ridge_smear,cnt,3,1,251,102024.146722584,0.100551177727878,0.967541198067795,0.00312047948982809,6422465623075.5,0
main,4010,편의점,M9,log_ridge_smear,ticket,3,1,251,370.436533928261,0.0420235735235373,0.837726896822835,-0.000482740871023089,65469081.1328833,0
main,4010,편의점,M9,log_ridge_smear,amt,4,1,251,759509974.746634,0.0929296567215025,0.968790758531276,0.000903767158479386,3.61289038913561e+20,0
main,4010,편의점,M9,log_ridge_smear,cnt,4,1,251,97548.1172937664,0.0961397707710913,0.968652230661669,0.00193466877635533,6202630995316.42,0
main,4010,편의점,M9,log_ridge_smear,ticket,4,1,251,366.878440315236,0.0416199313477373,0.849160827621345,-0.00162232696040791,60856061.9173809,0
main,4010,편의점,M9,log_ridge_smear,amt,5,1,251,842969242.684335,0.103141294985063,0.965838207620894,-0.000643706784321937,3.95468795631599e+20,0
main,4010,편의점,M9,log_ridge_smear,cnt,5,1,251,104298.452619805,0.102792648436777,0.967238318916062,-0.00102246514965644,6482394851024.82,0
main,4010,편의점,M9,log_ridge_smear,ticket,5,1,251,366.489649352844,0.0415758255857595,0.852123742516033,0.000712549196160366,59660673.9459167,0
main,4010,편의점,M9,log_ridge_smear,amt,6,1,251,761887287.546123,0.0932205322461456,0.968834074177701,-0.00170504980846014,3.60787601918298e+20,0
main,4010,편의점,M9,log_ridge_smear,cnt,6,1,251,98429.7516799459,0.0970086766007749,0.968305032527539,-0.000432106875778121,6271329405242.43,0
main,4010,편의점,M9,log_ridge_smear,ticket,6,1,251,351.060221760561,0.0398254591249396,0.860613125609711,0.000120612917688235,56235632.4593968,0
main,4010,편의점,M9,log_ridge_smear,amt,7,1,251,812416006.538815,0.0994029612684038,0.966784856970013,0.000926702788080645,3.84510053366932e+20,0
main,4010,편의점,M9,log_ridge_smear,cnt,7,1,251,99169.3377979018,0.0977375849776699,0.967806039543739,0.00234909383063801,6370062725446.5,0
main,4010,편의점,M9,log_ridge_smear,ticket,7,1,251,361.600134069845,0.0410211424317772,0.849195776088936,0.000351745189951485,60841961.9586364,0
main,4010,편의점,M9,log_ridge_smear,amt,8,1,251,826499876.130146,0.101126189678761,0.964949446031924,-0.00164286574106266,4.05757409041955e+20,0
main,4010,편의점,M9,log_ridge_smear,cnt,8,1,251,102851.856580397,0.10136693756213,0.966338622135562,-0.00133822008002121,6660413486956.59,0
main,4010,편의점,M9,log_ridge_smear,ticket,8,1,251,345.956345172431,0.0392464580993607,0.866896585836488,-0.00015409200366443,53700570.5216648,0
main,4010,편의점,M9,log_ridge_smear,amt,9,1,251,820967608.016098,0.100449290370228,0.965363251680109,0.00298611990992712,4.00967050869374e+20,0
main,4010,편의점,M9,log_ridge_smear,cnt,9,1,251,101147.905354921,0.099687587055251,0.967766410970433,0.00175524339864722,6377903838938.12,0
main,4010,편의점,M9,log_ridge_smear,ticket,9,1,251,374.864863283931,0.0425259381858211,0.840499332689711,0.00080407276927953,64350541.9224385,0
main,4010,편의점,without_M1,log_ridge_smear,amt,0,1,251,2502141300.86321,0.306148885319747,0.649575470470444,0.00593968835705991,4.05663628872067e+21,0
main,4010,편의점,without_M1,log_ridge_smear,cnt,0,1,251,313481.207406006,0.308955336680642,0.658853364446583,0.0122859277716863,67501029269224.2,0
main,4010,편의점,without_M1,log_ridge_smear,ticket,0,1,251,369.013092946757,0.0418620935633717,0.854851825295424,0.000270217495492641,58560028.9879773,0
main,4010,편의점,without_M1,log_ridge_smear,amt,1,1,251,2525882867.86777,0.309053778928947,0.602356677220879,0.0172350164400374,4.60325746978622e+21,0
main,4010,편의점,without_M1,log_ridge_smear,cnt,1,1,251,323667.701550574,0.318994763777637,0.619439947028793,0.0221302814020494,75299570909251,0
main,4010,편의점,without_M1,log_ridge_smear,ticket,1,1,251,356.890781734572,0.0404868975720413,0.858057103957307,-0.00116097941910308,57266859.3581388,0
main,4010,편의점,without_M1,log_ridge_smear,amt,2,1,251,2575616462.66909,0.315138920725741,0.601170491268638,0.035385729905374,4.61698917111858e+21,0
main,4010,편의점,without_M1,log_ridge_smear,cnt,2,1,251,321509.391124455,0.316867613860483,0.63483474747149,0.0367466297739292,72253476453151.3,0
main,4010,편의점,without_M1,log_ridge_smear,ticket,2,1,251,371.41652348104,0.0421347468535185,0.839417892869263,0.000432182382888964,64786848.8023775,0
main,4010,편의점,without_M1,log_ridge_smear,amt,3,1,251,2519561951.60526,0.308280384769592,0.620255293586085,0.0172399524411743,4.39605685868042e+21,0
main,4010,편의점,without_M1,log_ridge_smear,cnt,3,1,251,315032.000124915,0.310483739899952,0.643392595722875,0.0210038452032244,70560176548958.4,0
main,4010,편의점,without_M1,log_ridge_smear,ticket,3,1,251,370.429613945846,0.0420227884973231,0.835135868997866,-0.000797656721011643,66514431.2714408,0
main,4010,편의점,without_M1,log_ridge_smear,amt,4,1,251,2386775829.35138,0.292033371341561,0.63000450214176,0.00762174737657145,4.28319662807285e+21,0
main,4010,편의점,without_M1,log_ridge_smear,cnt,4,1,251,301434.172829923,0.297082230620295,0.650127765744096,0.0111090216658023,69227521141121.3,0
main,4010,편의점,without_M1,log_ridge_smear,ticket,4,1,251,369.247514248966,0.0418886871088959,0.847758035781182,-0.00145808135780434,61422018.2650321,0
main,4010,편의점,without_M1,log_ridge_smear,amt,5,1,251,2545548724.77919,0.3114599900291,0.616309275731627,0.0328599100080212,4.44173733443314e+21,0
main,4010,편의점,without_M1,log_ridge_smear,cnt,5,1,251,319678.122789228,0.315062784378855,0.646773077652999,0.0353364285633936,69891296994161.7,0
main,4010,편의점,without_M1,log_ridge_smear,ticket,5,1,251,368.238734607147,0.0417742477338227,0.850602176087689,3.47062491010465e-05,60274549.8994541,0
main,4010,편의점,without_M1,log_ridge_smear,amt,6,1,251,2531310725.5622,0.309717903126189,0.637144619398145,0.0134912201865239,4.20054014621395e+21,0
main,4010,편의점,without_M1,log_ridge_smear,cnt,6,1,251,316187.908850721,0.311622960245913,0.658365664939947,0.0159887093254637,67597528003906.5,0
main,4010,편의점,without_M1,log_ridge_smear,ticket,6,1,251,353.474839973163,0.0400993815831607,0.859541135100812,-9.56302528754656e-05,56668127.0147277,0
main,4010,편의점,without_M1,log_ridge_smear,amt,7,1,251,2541287889.19564,0.31093865653607,0.604891828777573,0.0177367256998837,4.57390967322615e+21,0
main,4010,편의점,without_M1,log_ridge_smear,cnt,7,1,251,317898.704969298,0.313309056823059,0.626848568626823,0.0207600741331263,73833662906019.6,0
main,4010,편의점,without_M1,log_ridge_smear,ticket,7,1,251,364.653967988602,0.041367579682047,0.849785989541504,0.000106298865066257,60603840.3497229,0
main,4010,편의점,without_M1,log_ridge_smear,amt,8,1,251,2474065170.2113,0.302713637238351,0.629855524806888,0.000500610180603055,4.28492124153998e+21,0
main,4010,편의점,without_M1,log_ridge_smear,cnt,8,1,251,312171.027886058,0.307664072818138,0.658728418808691,0.00191986315895889,67525751656260.7,0
main,4010,편의점,without_M1,log_ridge_smear,ticket,8,1,251,352.071147560879,0.0399401419674929,0.86625247037118,0.000133345177008483,53960438.8968395,0
main,4010,편의점,without_M1,log_ridge_smear,amt,9,1,251,2404992373.10408,0.294262252085564,0.654273082538722,0.0238105690887305,4.00225509682154e+21,0
main,4010,편의점,without_M1,log_ridge_smear,cnt,9,1,251,300498.017946524,0.2961595914306,0.67485041631798,0.0265520870523601,64335770245518,0
main,4010,편의점,without_M1,log_ridge_smear,ticket,9,1,251,375.831573557108,0.0426356050694031,0.837021117983474,0.00031678421912201,65753827.5954287,0
main,4010,편의점,without_M2,log_ridge_smear,amt,0,1,251,810022894.850113,0.099110152674545,0.965477709141626,0.00333827776437622,3.99642051467858e+20,0
main,4010,편의점,without_M2,log_ridge_smear,cnt,0,1,251,101367.826391236,0.0999043329915706,0.965484052212271,0.00577850361389869,6829503090643.04,0
main,4010,편의점,without_M2,log_ridge_smear,ticket,0,1,251,380.636610256886,0.04318070468713,0.843124390778924,4.03770643211065e-05,63291462.2742628,0
main,4010,편의점,without_M2,log_ridge_smear,amt,1,1,251,810389734.929528,0.0991550373025094,0.968297081039283,-0.00345320504462508,3.67004021342541e+20,0
main,4010,편의점,without_M2,log_ridge_smear,cnt,1,1,251,100973.932367579,0.0995161257950295,0.969097849186139,-0.00133432411081146,6114458620365.92,0
main,4010,편의점,without_M2,log_ridge_smear,ticket,1,1,251,372.002691102749,0.0422012436914162,0.849055427235893,-0.000325854095636375,60898585.7013691,0
main,4010,편의점,without_M2,log_ridge_smear,amt,2,1,251,954875750.716369,0.116833588334848,0.923374151231036,0.0132947501592866,8.87047488335097e+20,0
main,4010,편의점,without_M2,log_ridge_smear,cnt,2,1,251,118590.552341849,0.116878406616783,0.94125764977879,0.0122959014432677,11623063774885.3,0
main,4010,편의점,without_M2,log_ridge_smear,ticket,2,1,251,388.069864218932,0.0440239581618364,0.826707455396357,0.00111361450121758,69914874.6172259,0
main,4010,편의점,without_M2,log_ridge_smear,amt,3,1,251,866369162.310153,0.106004386413011,0.96191083524239,0.00294177097440565,4.4093342486674e+20,0
main,4010,편의점,without_M2,log_ridge_smear,cnt,3,1,251,108418.603077785,0.106853314409239,0.963271558908075,0.00425001634141364,7267278404012.9,0
main,4010,편의점,without_M2,log_ridge_smear,ticket,3,1,251,381.964916105732,0.0433313921960233,0.836271607133812,-0.000135020688254723,66056217.7368987,0
main,4010,편의점,without_M2,log_ridge_smear,amt,4,1,251,757198842.366256,0.0926468786858115,0.969155000001367,0.0013556044250739,3.57072452913113e+20,0
main,4010,편의점,without_M2,log_ridge_smear,cnt,4,1,251,96415.9730710448,0.095023971829278,0.969288441259712,0.0032126535245392,6076747091668.4,0
main,4010,편의점,without_M2,log_ridge_smear,ticket,4,1,251,372.461499899693,0.0422532925134025,0.846164297207229,-0.00127690731951451,62065012.0696731,0
main,4010,편의점,without_M2,log_ridge_smear,amt,5,1,251,847816359.844221,0.103734362816604,0.963809761541782,-0.00226351797541069,4.18950793268253e+20,0
main,4010,편의점,without_M2,log_ridge_smear,cnt,5,1,251,104364.907189281,0.102858143571418,0.965811373444957,-0.00119072556562574,6764737626747.45,0
main,4010,편의점,without_M2,log_ridge_smear,ticket,5,1,251,382.881441330098,0.043435365917902,0.836533531631037,-0.000424008320898861,65950544.3022768,0
main,4010,편의점,without_M2,log_ridge_smear,amt,6,1,251,785635030.816251,0.0961261815508036,0.965971259807241,-0.00281394720837122,3.93928537225165e+20,0
main,4010,편의점,without_M2,log_ridge_smear,cnt,6,1,251,98048.8864392704,0.0966333100847513,0.966964817741573,-0.00222188295296772,6536511201181.33,0
main,4010,편의점,without_M2,log_ridge_smear,ticket,6,1,251,367.008365134997,0.0416346704588014,0.855178985747638,-0.000420480919204071,58428036.1082572,0
main,4010,편의점,without_M2,log_ridge_smear,amt,7,1,251,834704610.469451,0.102130077936972,0.963728270290989,-0.00203340872872724,4.19894164343394e+20,0
main,4010,편의점,without_M2,log_ridge_smear,cnt,7,1,251,102535.225572004,0.101054877899572,0.965253609531513,8.37706826289132e-05,6875099665598.24,0
main,4010,편의점,without_M2,log_ridge_smear,ticket,7,1,251,368.437554497203,0.0417968025347196,0.84818097191327,-0.000293958739471918,61251384.6886503,0
main,4010,편의점,without_M2,log_ridge_smear,amt,8,1,251,848133238.091246,0.103773134376818,0.963090004260884,-0.00524932258612539,4.27282954001067e+20,0
main,4010,편의점,without_M2,log_ridge_smear,cnt,8,1,251,102325.906864493,0.100848581221414,0.96613229870944,-0.0041863975777591,6701237702042.35,0
main,4010,편의점,without_M2,log_ridge_smear,ticket,8,1,251,360.936078666016,0.0409458097403967,0.85835900888639,-0.000378269260582768,57145055.8188611,0
main,4010,편의점,without_M2,log_ridge_smear,amt,9,1,251,814349936.583874,0.0996395868048501,0.965300796868786,0.00195592190288666,4.01690049497238e+20,0
main,4010,편의점,without_M2,log_ridge_smear,cnt,9,1,251,98023.6903374418,0.0966084777505011,0.969171853077259,0.000359663253573207,6099815829554.09,0
main,4010,편의점,without_M2,log_ridge_smear,ticket,9,1,251,390.775467204926,0.0443308909170959,0.828177245289628,0.00199760490070338,69321887.9060163,0
main,4010,편의점,without_M3,log_ridge_smear,amt,0,1,251,766286602.994845,0.0937588094091226,0.971449874515345,0.00403654340979384,3.30506187007133e+20,0
main,4010,편의점,without_M3,log_ridge_smear,cnt,0,1,251,96672.9997481743,0.0952772876954045,0.97028359718535,0.00486110150287542,5879840417929.8,0
main,4010,편의점,without_M3,log_ridge_smear,ticket,0,1,251,370.629803783845,0.0420454987097491,0.853616858267579,0.000436521754443906,59058276.4175228,0
main,4010,편의점,without_M3,log_ridge_smear,amt,1,1,251,786506523.737131,0.0962328128534401,0.969231315155593,-0.00192980997152918,3.56189002132925e+20,0
main,4010,편의점,without_M3,log_ridge_smear,cnt,1,1,251,99445.3583022947,0.0980096204485395,0.97091204498103,7.9659838417797e-05,5755492502314.01,0
main,4010,편의점,without_M3,log_ridge_smear,ticket,1,1,251,362.208932771926,0.0410902066159888,0.852692305531918,-0.000902066920580106,59431287.2053707,0
main,4010,편의점,without_M3,log_ridge_smear,amt,2,1,251,929023437.432043,0.113670434882162,0.935673238783264,0.0140543789064532,7.44668971199035e+20,0
main,4010,편의점,without_M3,log_ridge_smear,cnt,2,1,251,115765.506031611,0.114094146784622,0.941217141159482,0.0152362120892723,11631079018808.6,0
main,4010,편의점,without_M3,log_ridge_smear,ticket,2,1,251,367.855021731232,0.0417307180471529,0.84604880563446,-0.000471897576782767,62111607.1430385,0
main,4010,편의점,without_M3,log_ridge_smear,amt,3,1,251,834527898.605617,0.102108456400204,0.966480551313172,-0.000268613907434638,3.88032801537734e+20,0
main,4010,편의점,without_M3,log_ridge_smear,cnt,3,1,251,99885.7867121273,0.0984436901931648,0.969407561842395,0.00117139753633893,6053177280038.22,0
main,4010,편의점,without_M3,log_ridge_smear,ticket,3,1,251,384.109714736168,0.0435747054080965,0.830318489221672,-0.000540358478572896,68458003.0725622,0
main,4010,편의점,without_M3,log_ridge_smear,amt,4,1,251,751440691.642139,0.0919423415659122,0.970671221570288,0.00147440456109517,3.39520144441779e+20,0
main,4010,편의점,without_M3,log_ridge_smear,cnt,4,1,251,97593.5736440724,0.0961845708473999,0.970143539803837,0.00238329506762534,5907552892342.93,0
main,4010,편의점,without_M3,log_ridge_smear,ticket,4,1,251,377.219162150506,0.0427930178133803,0.842864139534827,-0.00181610032515822,63396460.6349348,0
main,4010,편의점,without_M3,log_ridge_smear,amt,5,1,251,846341544.005752,0.103553912086326,0.966321955277742,0.00104507285651018,3.89868764429482e+20,0
main,4010,편의점,without_M3,log_ridge_smear,cnt,5,1,251,105092.746065,0.103575474306353,0.967643822501193,0.000363742826150696,6402159824452.3,0
main,4010,편의점,without_M3,log_ridge_smear,ticket,5,1,251,370.442234983222,0.0420242202704976,0.8499888792648,0.000743583893974449,60521984.4937898,0
main,4010,편의점,without_M3,log_ridge_smear,amt,6,1,251,759388340.650203,0.0929147742114594,0.97010144164483,-0.00278631442730356,3.46116115121404e+20,0
main,4010,편의점,without_M3,log_ridge_smear,cnt,6,1,251,99095.7079960549,0.0976650182027504,0.969008872955606,-0.0015942126057074,6132063915319.9,0
main,4010,편의점,without_M3,log_ridge_smear,ticket,6,1,251,358.044260319409,0.0406177520846988,0.856919785351512,0.000348417097277564,57725710.5332188,0
main,4010,편의점,without_M3,log_ridge_smear,amt,7,1,251,819554651.883507,0.100276408469094,0.967218886191599,-0.000754391001005321,3.794855800716e+20,0
main,4010,편의점,without_M3,log_ridge_smear,cnt,7,1,251,99645.2326969679,0.0982066091656977,0.968912231920689,0.000622861793048022,6151185807921.69,0
main,4010,편의점,without_M3,log_ridge_smear,ticket,7,1,251,366.858103500113,0.0416176242706343,0.842685212187238,0.000146459266287591,63468648.8707348,0
main,4010,편의점,without_M3,log_ridge_smear,amt,8,1,251,800908064.11938,0.0979949097955239,0.967217882301773,-0.00150024614631548,3.7949720144955e+20,0
main,4010,편의점,without_M3,log_ridge_smear,cnt,8,1,251,101359.329246378,0.0998959585238566,0.968498985609222,-0.000987797229214216,6232952850180.43,0
main,4010,편의점,without_M3,log_ridge_smear,ticket,8,1,251,358.826856540987,0.0407065324474453,0.859902663106053,-0.000322320879404939,56522268.5462354,0
main,4010,편의점,without_M3,log_ridge_smear,amt,9,1,251,804581518.094027,0.0984443743558282,0.968293851699341,0.000181342062731417,3.67041405305399e+20,0
main,4010,편의점,without_M3,log_ridge_smear,cnt,9,1,251,99571.004940814,0.0981334530694093,0.969315617794237,-0.00109598543347327,6071369802663.49,0
main,4010,편의점,without_M3,log_ridge_smear,ticket,9,1,251,379.046968565393,0.0430003703561985,0.842893237387462,0.000721973822354173,63384721.1067091,0
main,4010,편의점,without_M4,log_ridge_smear,amt,0,1,251,757466965.134285,0.0926796847813476,0.970533845111901,0.00175917040410849,3.41110462126041e+20,0
main,4010,편의점,without_M4,log_ridge_smear,cnt,0,1,251,95814.7595848572,0.094431438335551,0.970668081565452,0.0036768201764087,5803764359455.01,0
main,4010,편의점,without_M4,log_ridge_smear,ticket,0,1,251,376.126272075847,0.0426690366662765,0.845048525385999,-1.72517516683757e-05,62515170.1948314,0
main,4010,편의점,without_M4,log_ridge_smear,amt,1,1,251,767419054.280932,0.0938973702085447,0.971233736186647,-0.000400201856662739,3.33008279508347e+20,0
main,4010,편의점,without_M4,log_ridge_smear,cnt,1,1,251,97643.0346200627,0.0962333177327908,0.972626237886919,0.000927562055877696,5416313470617.67,0
