scope,model,family,target,repeat,wape_new,wape_old,mae_new,mae_old,r2_original_new,r2_original_old
4004,M2,raw_ridge,cnt,1,0.467467266058943,0.467467266058,103639.122965423,103639.122965,0.354194613138739,0.35419461314
4004,M2,raw_ridge,ticket,1,0.252641062497926,0.252641062498,8818.64130131764,8818.64130131,0.0134693397530595,0.0134693397535
4004,M2,raw_ridge,amt,2,0.529802133340722,0.529802133341,4085217450.48328,4085217450.49,0.271516279965403,0.271516279966
4004,M2,raw_ridge,cnt,2,0.469726541982217,0.469726541982,104140.012315814,104140.012316,0.352757618685496,0.352757618686
4004,M2,raw_ridge,ticket,2,0.257696648116918,0.257696648117,8995.11061988834,8995.11061988,0.0014331481279742,0.00143314812791
4004,M2,raw_ridge,amt,3,0.531476423521904,0.531476423522,4098127627.76439,4098127627.76,0.253845156350003,0.253845156351
4004,M2,raw_ridge,cnt,3,0.474245946939788,0.474245946939,105141.980154283,105141.980154,0.334416418036725,0.334416418038
4004,M2,raw_ridge,ticket,3,0.252224863827655,0.252224863827,8804.1135489922,8804.11354898,0.0415162471855114,0.0415162471857
4004,M2,raw_ridge,amt,4,0.551557890102889,0.551557890103,4252972526.53941,4252972526.54,0.225428979597741,0.225428979598
4004,M2,raw_ridge,cnt,4,0.490096073094352,0.490096073094,108656.008392879,108656.008393,0.31826723265591,0.318267232656
4004,M2,raw_ridge,ticket,4,0.255268002801281,0.255268002801,8910.336784333,8910.33678433,0.016562278203723,0.0165622782037
4004,M2,raw_ridge,amt,5,0.527137536743265,0.527137536743,4064671182.67233,4064671182.67,0.275266512300105,0.275266512301
4004,M2,raw_ridge,cnt,5,0.467080280263632,0.467080280263,103553.326865166,103553.326865,0.352367374082931,0.352367374084
4004,M2,raw_ridge,ticket,5,0.25595237014826,0.255952370148,8934.22518193419,8934.22518193,0.0304981952310994,0.030498195231
4004,M2,raw_ridge,amt,6,0.525371664220483,0.525371664221,4051054828.95946,4051054828.96,0.270353042380462,0.270353042381
4004,M2,raw_ridge,cnt,6,0.469625310650347,0.46962531065,104117.56897654,104117.568977,0.345987404434103,0.345987404434
4004,M2,raw_ridge,ticket,6,0.258575469339307,0.258575469339,9025.78658780744,9025.7865878,-0.0006163041132336,-0.000616304113019
4004,M2,raw_ridge,amt,7,0.536889513307221,0.536889513307,4139867076.24975,4139867076.25,0.256366757484499,0.256366757485
4004,M2,raw_ridge,cnt,7,0.484065460542233,0.484065460542,107319.000561047,107319.000561,0.330543136414974,0.330543136416
4004,M2,raw_ridge,ticket,7,0.256181195226408,0.256181195226,8942.21250697545,8942.21250697,0.0137276937534051,0.0137276937538
4004,M2,raw_ridge,amt,8,0.544644393153834,0.544644393154,4199663684.23247,4199663684.24,0.22435616777177,0.224356167772
4004,M2,raw_ridge,cnt,8,0.476992580965398,0.476992580966,105750.918495402,105750.918495,0.330146889506034,0.330146889506
4004,M2,raw_ridge,ticket,8,0.259192314347699,0.259192314348,9047.3180633868,9047.31806338,-0.0122647728789895,-0.0122647728781
4004,M2,raw_ridge,amt,9,0.53815415197179,0.538154151972,4149618497.80118,4149618497.8,0.252469198526447,0.252469198526
4004,M2,raw_ridge,cnt,9,0.476454744627789,0.476454744628,105631.678303893,105631.678304,0.338516999513447,0.338516999513
4004,M2,raw_ridge,ticket,9,0.257598801925942,0.257598801926,8991.69521919144,8991.69521919,0.0037030346313591,0.00370303463129
4004,M3,raw_ridge,amt,0,0.519552081727609,0.519552081728,4006180981.80354,4006180981.8,0.261567743794861,0.261567743795
4004,M3,raw_ridge,cnt,0,0.461875472824957,0.461875472825,102399.402906605,102399.402907,0.34697971833109,0.346979718331
4004,M3,raw_ridge,ticket,0,0.247048550753415,0.247048550753,8623.43014062734,8623.43014062,0.0695344857957827,0.069534485796
4004,M3,raw_ridge,amt,1,0.516052664662741,0.516052664662,3979197550.14053,3979197550.14,0.26247485659759,0.262474856599
4004,M3,raw_ridge,cnt,1,0.456825168894219,0.456825168894,101279.732914515,101279.732914,0.350315645235263,0.350315645236
4004,M3,raw_ridge,ticket,1,0.246669366054205,0.246669366054,8610.19439099812,8610.19439099,0.0474981040269825,0.0474981040277
4004,M3,raw_ridge,amt,2,0.513180613703549,0.513180613704,3957051635.73436,3957051635.73,0.282816818829217,0.28281681883
4004,M3,raw_ridge,cnt,2,0.45285346488816,0.452853464888,100399.192286855,100399.192287,0.370058050654154,0.370058050655
4004,M3,raw_ridge,ticket,2,0.252318219719524,0.252318219719,8807.37221215493,8807.37221215,0.0351606433620635,0.0351606433624
4004,M3,raw_ridge,amt,3,0.519289685833951,0.519289685834,4004157690.05697,4004157690.05,0.258890488403795,0.258890488405
4004,M3,raw_ridge,cnt,3,0.46209650645219,0.462096506452,102448.406832517,102448.406832,0.341746810158858,0.34174681016
4004,M3,raw_ridge,ticket,3,0.2482234496495,0.248223449649,8664.44094000987,8664.44094,0.0685577151956813,0.068557715196
4004,M3,raw_ridge,amt,4,0.539867199033244,0.539867199033,4162827523.03636,4162827523.04,0.232854880980039,0.23285488098
4004,M3,raw_ridge,cnt,4,0.480945432983419,0.480945432983,106627.279571576,106627.279572,0.33093970309635,0.330939703096
4004,M3,raw_ridge,ticket,4,0.250866713259359,0.250866713259,8756.70620128487,8756.70620128,0.0450236563723423,0.0450236563725
4004,M3,raw_ridge,amt,5,0.519047665970814,0.51904766597,4002291514.54344,4002291514.54,0.272816629673252,0.272816629674
4004,M3,raw_ridge,cnt,5,0.460401873376041,0.460401873376,102072.70077027,102072.70077,0.354275549898526,0.354275549899
4004,M3,raw_ridge,ticket,5,0.249001951923012,0.249001951923,8691.61519361092,8691.61519361,0.0680122412771337,0.0680122412773
4004,M3,raw_ridge,amt,6,0.51289666334363,0.512896663344,3954862141.02981,3954862141.03,0.282381310422268,0.282381310422
4004,M3,raw_ridge,cnt,6,0.45604574442796,0.456045744428,101106.931792456,101106.931792,0.360540013748003,0.360540013748
4004,M3,raw_ridge,ticket,6,0.252089942936215,0.252089942936,8799.40402578999,8799.40402578,0.040566471368385,0.0405664713689
4004,M3,raw_ridge,amt,7,0.530300821415226,0.530300821415,4089062752.52362,4089062752.52,0.249870578589701,0.24987057859
4004,M3,raw_ridge,cnt,7,0.477116419617048,0.477116419617,105778.373956304,105778.373956,0.32646195782347,0.326461957824
4004,M3,raw_ridge,ticket,7,0.25124863850984,0.25124863851,8770.03761208012,8770.03761208,0.0419945438080139,0.0419945438086
4004,M3,raw_ridge,amt,8,0.532570310007313,0.532570310008,4106562407.23736,4106562407.24,0.235561793803006,0.235561793803
4004,M3,raw_ridge,cnt,8,0.46401250907947,0.46401250908,102873.191296176,102873.191296,0.344421190205783,0.344421190205
4004,M3,raw_ridge,ticket,8,0.254143309356889,0.254143309357,8871.07844698287,8871.07844697,0.0172585418681769,0.0172585418695
4004,M3,raw_ridge,amt,9,0.525880183123873,0.525880183124,4054975934.91072,4054975934.91,0.252206138410811,0.252206138411
4004,M3,raw_ridge,cnt,9,0.465542846769856,0.46554284677,103212.472498493,103212.472499,0.338975470923621,0.338975470924
4004,M3,raw_ridge,ticket,9,0.250655514795091,0.250655514795,8749.33414750489,8749.3341475,0.0396660244560852,0.0396660244562
4004,M4,raw_ridge,amt,0,0.533512021391556,0.533512021392,4113823789.43673,4113823789.44,0.247753684482438,0.247753684482
4004,M4,raw_ridge,cnt,0,0.475120239060945,0.475120239061,105335.813766241,105335.813766,0.329815533465817,0.329815533466
4004,M4,raw_ridge,ticket,0,0.247035695209521,0.247035695209,8622.98140743563,8622.98140743,0.0570598711438148,0.0570598711443
4004,M4,raw_ridge,amt,1,0.528999270995507,0.528999270996,4079026710.47564,4079026710.48,0.244634937330689,0.244634937331
4004,M4,raw_ridge,cnt,1,0.470462280984675,0.470462280985,104303.128218215,104303.128218,0.331945242986319,0.331945242986
4004,M4,raw_ridge,ticket,1,0.249031761117091,0.249031761117,8692.65570772001,8692.65570771,0.0329970799947658,0.0329970799958
4004,M4,raw_ridge,amt,2,0.531478705633639,0.531478705633,4098145224.75409,4098145224.75,0.253417832648614,0.253417832649
4004,M4,raw_ridge,cnt,2,0.467274434355816,0.467274434355,103596.371504427,103596.371504,0.354664787908241,0.354664787909
4004,M4,raw_ridge,ticket,2,0.254738951309309,0.254738951309,8891.86981268754,8891.86981268,0.0125363146338261,0.0125363146344
4004,M4,raw_ridge,amt,3,0.538186500404099,0.538186500405,4149867931.26294,4149867931.27,0.236142661730847,0.236142661731
4004,M4,raw_ridge,cnt,3,0.477833752329201,0.477833752329,105937.409119961,105937.40912,0.326594555743501,0.326594555744
4004,M4,raw_ridge,ticket,3,0.251377363838735,0.251377363839,8774.53087414408,8774.53087414,0.0461237411400003,0.0461237411408
4004,M4,raw_ridge,amt,4,0.54546655085849,0.545466550859,4206003207.59552,4206003207.6,0.230568849581946,0.230568849581
4004,M4,raw_ridge,cnt,4,0.487409007735648,0.487409007736,108060.276632932,108060.276633,0.323553828116687,0.323553828116
4004,M4,raw_ridge,ticket,4,0.257100684640464,0.25710068464,8974.30803112637,8974.30803112,0.0094557319510807,0.00945573195124
4004,M4,raw_ridge,amt,5,0.531866953263332,0.531866953263,4101138938.61841,4101138938.62,0.259251629965738,0.259251629966
4004,M4,raw_ridge,cnt,5,0.479973282917914,0.479973282918,106411.750512121,106411.750512,0.334553682369569,0.33455368237
4004,M4,raw_ridge,ticket,5,0.252065753125976,0.252065753126,8798.55966083387,8798.55966082,0.0539927370672931,0.0539927370678
4004,M4,raw_ridge,amt,6,0.533538149781984,0.533538149783,4114025261.1746,4114025261.18,0.272151301351263,0.272151301351
4004,M4,raw_ridge,cnt,6,0.473980763202581,0.473980763203,105083.187995036,105083.187995,0.34178343558761,0.341783435587
4004,M4,raw_ridge,ticket,6,0.253481083751369,0.253481083751,8847.96292483502,8847.96292482,0.0363458354360964,0.0363458354375
4004,M4,raw_ridge,amt,7,0.541729344576364,0.541729344577,4177186222.23624,4177186222.24,0.243335055550445,0.24333505555
4004,M4,raw_ridge,cnt,7,0.488673514516627,0.488673514517,108340.622195669,108340.622196,0.313632680381677,0.313632680382
4004,M4,raw_ridge,ticket,7,0.252035301847103,0.252035301847,8797.49673423404,8797.49673423,0.0357800258019614,0.0357800258026
4004,M4,raw_ridge,amt,8,0.542332565835457,0.542332565836,4181837562.53684,4181837562.54,0.225747479918984,0.225747479918
4004,M4,raw_ridge,cnt,8,0.471085327824077,0.471085327824,104441.259875104,104441.259875,0.340247659976096,0.340247659975
4004,M4,raw_ridge,ticket,8,0.255978782820766,0.25597878282,8935.14713770156,8935.14713769,0.0146016926398583,0.0146016926418
4004,M4,raw_ridge,amt,9,0.534802410361177,0.534802410361,4123773767.37164,4123773767.37,0.249829782966273,0.249829782966
4004,M4,raw_ridge,cnt,9,0.477410025283501,0.477410025284,105843.467356373,105843.467356,0.32225816902099,0.322258169021
4004,M4,raw_ridge,ticket,9,0.249151858659243,0.249151858659,8696.84780988636,8696.84780988,0.0373671028949173,0.0373671028949
4004,M5,raw_ridge,amt,0,0.528012631789608,0.52801263179,4071418897.20419,4071418897.21,0.246601716697029,0.246601716697
4004,M5,raw_ridge,cnt,0,0.46374942308654,0.463749423087,102814.86421415,102814.864214,0.334628327227119,0.334628327227
4004,M5,raw_ridge,ticket,0,0.240445671717358,0.240445671717,8392.95128972616,8392.95128973,0.0876549876962391,0.0876549876961
4004,M5,raw_ridge,amt,1,0.534795111295945,0.534795111296,4123717485.47547,4123717485.48,0.228014089518978,0.228014089519
4004,M5,raw_ridge,cnt,1,0.462339082296017,0.462339082296,102502.186742967,102502.186743,0.329185062334799,0.329185062335
4004,M5,raw_ridge,ticket,1,0.245259038241621,0.245259038241,8560.96575423783,8560.96575423,0.0511756824019207,0.0511756824029
4004,M5,raw_ridge,amt,2,0.530881281596855,0.530881281597,4093538585.88493,4093538585.88,0.247532655085653,0.247532655086
4004,M5,raw_ridge,cnt,2,0.457501552380596,0.45750155238,101429.689492025,101429.689492,0.354332099451129,0.354332099452
4004,M5,raw_ridge,ticket,2,0.246342894914095,0.246342894914,8598.79865092565,8598.79865092,0.0517737512462041,0.0517737512464
4004,M5,raw_ridge,amt,3,0.534973269192664,0.534973269193,4125091231.82871,4125091231.83,0.238023535659994,0.23802353566
4004,M5,raw_ridge,cnt,3,0.464727455127558,0.464727455128,103031.697328087,103031.697328,0.336778691580801,0.336778691581
4004,M5,raw_ridge,ticket,3,0.242549114497307,0.242549114497,8466.37366687583,8466.37366688,0.0814685066002493,0.0814685066005
4004,M5,raw_ridge,amt,4,0.541063111772154,0.541063111773,4172049010.23469,4172049010.24,0.231228054523279,0.231228054523
4004,M5,raw_ridge,cnt,4,0.472997370141339,0.472997370142,104865.166324221,104865.166324,0.332490675190389,0.33249067519
4004,M5,raw_ridge,ticket,4,0.250391236984394,0.250391236984,8740.10931606464,8740.10931606,0.0394122117295096,0.0394122117293
4004,M5,raw_ridge,amt,5,0.52909431041892,0.529094310419,4079759543.89887,4079759543.9,0.256422779544315,0.256422779545
4004,M5,raw_ridge,cnt,5,0.469543284289602,0.46954328429,104099.383446333,104099.383446,0.339719966725396,0.339719966726
4004,M5,raw_ridge,ticket,5,0.24479648465227,0.244796484652,8544.81994584551,8544.81994584,0.0845189254552584,0.0845189254555
4004,M5,raw_ridge,amt,6,0.528298150300951,0.528298150301,4073620483.66746,4073620483.67,0.272880571873522,0.272880571873
4004,M5,raw_ridge,cnt,6,0.462292012929249,0.46229201293,102491.751300221,102491.7513,0.348535320509639,0.348535320509
4004,M5,raw_ridge,ticket,6,0.246989895012539,0.246989895012,8621.38271439372,8621.38271439,0.0688554427480029,0.068855442749
4004,M5,raw_ridge,amt,7,0.545101925935631,0.545101925936,4203191644.55339,4203191644.56,0.232112584624237,0.232112584624
4004,M5,raw_ridge,cnt,7,0.483785867534691,0.483785867535,107257.013816321,107257.013816,0.311774479504795,0.311774479505
4004,M5,raw_ridge,ticket,7,0.245166526296835,0.245166526297,8557.73654973286,8557.73654973,0.0619253289220054,0.0619253289224
4004,M5,raw_ridge,amt,8,0.541159867746019,0.541159867746,4172795079.69723,4172795079.7,0.221428226128416,0.221428226128
4004,M5,raw_ridge,cnt,8,0.456197077124896,0.456197077125,101140.482779071,101140.482779,0.342017926843175,0.342017926843
4004,M5,raw_ridge,ticket,8,0.24822023035073,0.24822023035,8664.32856777386,8664.32856776,0.0420397390877668,0.0420397390889
4004,M5,raw_ridge,amt,9,0.530637971588018,0.530637971588,4091662462.26929,4091662462.27,0.25029042797176,0.250290427971
4004,M5,raw_ridge,cnt,9,0.463566197577211,0.463566197578,102774.242479816,102774.24248,0.334032698692642,0.334032698692
4004,M5,raw_ridge,ticket,9,0.240781229977879,0.240781229978,8404.66422311066,8404.66422311,0.0709331396789796,0.0709331396784
4010,M1,log_ridge_smear,amt,0,0.245525766733639,0.245525766734,2006671233.60164,2006671233.6,0.793405163893795,0.793405163894
4010,M1,log_ridge_smear,cnt,0,0.269652919064227,0.269652919064,273603.050709511,273603.050709,0.7485148785023,0.748514878502
4010,M1,log_ridge_smear,ticket,0,0.0745487820429467,0.0745487820429,657.145266646472,657.145266646,0.547569169830663,0.547569169831
4010,M1,log_ridge_smear,amt,1,0.247484154219092,0.247484154219,2022677047.91426,2022677047.91,0.794493017582666,0.794493017583
4010,M1,log_ridge_smear,cnt,1,0.269790127707721,0.269790127708,273742.269315317,273742.269315,0.749748958878909,0.749748958879
4010,M1,log_ridge_smear,ticket,1,0.0753993103669758,0.075399310367,664.64264818602,664.642648186,0.543454285512044,0.543454285512
4010,M1,log_ridge_smear,amt,2,0.247868920269193,0.247868920269,2025821723.82619,2025821723.83,0.791813521744777,0.791813521745
4010,M1,log_ridge_smear,cnt,2,0.271032761804323,0.271032761804,275003.106694441,275003.106694,0.742462182823847,0.742462182824
4010,M1,log_ridge_smear,ticket,2,0.0751979712262034,0.0751979712262,662.867849728909,662.867849729,0.544421546703486,0.544421546704
4010,M1,log_ridge_smear,amt,3,0.243628236543536,0.243628236544,1991162803.27261,1991162803.27,0.799149335973717,0.799149335974
4010,M1,log_ridge_smear,cnt,3,0.265714010596275,0.265714010596,269606.44137542,269606.441375,0.758587841000635,0.758587841001
4010,M1,log_ridge_smear,ticket,3,0.0758062253728654,0.0758062253729,668.229591697634,668.229591698,0.538788829949995,0.53878882995
4010,M1,log_ridge_smear,amt,4,0.244650150075856,0.244650150076,1999514857.38007,1999514857.38,0.795002801011936,0.795002801012
4010,M1,log_ridge_smear,cnt,4,0.268428972600691,0.268428972601,272361.174717622,272361.174718,0.749697553867655,0.749697553868
4010,M1,log_ridge_smear,ticket,4,0.0757497490034652,0.0757497490035,667.731754203692,667.731754204,0.533208180436062,0.533208180436
4010,M1,log_ridge_smear,amt,5,0.245150218412728,0.245150218413,2003601893.78275,2003601893.78,0.79546654145738,0.795466541457
4010,M1,log_ridge_smear,cnt,5,0.270246890161675,0.270246890162,274205.722858802,274205.722859,0.749765275653087,0.749765275653
4010,M1,log_ridge_smear,ticket,5,0.0762386668055418,0.0762386668055,672.041549891954,672.041549892,0.534970068414329,0.534970068414
4010,M1,log_ridge_smear,amt,6,0.246774231936033,0.246774231936,2016874884.4898,2016874884.49,0.794979733722293,0.794979733722
4010,M1,log_ridge_smear,cnt,6,0.269104605188451,0.269104605188,273046.704612168,273046.704612,0.752509395176151,0.752509395176
4010,M1,log_ridge_smear,ticket,6,0.0747235341286946,0.0747235341287,658.685701014933,658.685701015,0.548558415761963,0.548558415762
4010,M1,log_ridge_smear,amt,7,0.246514318578166,0.246514318578,2014750624.11013,2014750624.11,0.797155149853093,0.797155149853
4010,M1,log_ridge_smear,cnt,7,0.270365464681376,0.270365464681,274326.034370501,274326.03437,0.754315246968216,0.754315246968
4010,M1,log_ridge_smear,ticket,7,0.0748543777046096,0.0748543777046,659.839083192715,659.839083193,0.546802000045139,0.546802000045
4010,M1,log_ridge_smear,amt,8,0.246710903986198,0.246710903986,2016357307.95635,2016357307.96,0.792440723256448,0.792440723256
4010,M1,log_ridge_smear,cnt,8,0.269687136124261,0.269687136124,273637.769013486,273637.769013,0.747041276972628,0.747041276973
4010,M1,log_ridge_smear,ticket,8,0.0751367699418501,0.0751367699418,662.328362252074,662.328362252,0.543211003931638,0.543211003932
4010,M1,log_ridge_smear,amt,9,0.245001609669056,0.245001609669,2002387321.09266,2002387321.09,0.797991720975522,0.797991720975
4010,M1,log_ridge_smear,cnt,9,0.267243737421659,0.267243737422,271158.57708984,271158.57709,0.75485654769432,0.754856547694
4010,M1,log_ridge_smear,ticket,9,0.0747833005090745,0.0747833005091,659.212539856493,659.212539856,0.547139818372168,0.547139818372
4010,M2,log_ridge_smear,amt,0,0.220519513396809,0.220519513396,1802296230.93396,1802296230.93,0.822644983739093,0.82264498374
4010,M2,log_ridge_smear,cnt,0,0.244086952504952,0.244086952504,247662.569630243,247662.56963,0.776838286473714,0.776838286475
4010,M2,log_ridge_smear,ticket,0,0.0491273970860227,0.049127397086,433.056524506909,433.056524506,0.771171752745071,0.771171752746
4010,M2,log_ridge_smear,amt,1,0.220668356811517,0.220668356811,1803512721.58005,1803512721.57,0.815795686004216,0.815795686005
4010,M2,log_ridge_smear,cnt,1,0.242937086356719,0.242937086356,246495.859152359,246495.859151,0.775503350323375,0.775503350325
4010,M2,log_ridge_smear,ticket,1,0.0494998847739773,0.0494998847738,436.33999224864,436.339992247,0.76886500888499,0.768865008885
4010,M2,log_ridge_smear,amt,2,0.208852340063088,0.208852340063,1706940939.23612,1706940939.23,0.84167714680459,0.841677146805
4010,M2,log_ridge_smear,cnt,2,0.231355128233479,0.231355128233,234744.237524435,234744.237524,0.802534572388733,0.80253457239
4010,M2,log_ridge_smear,ticket,2,0.0505769033658261,0.0505769033657,445.83387867211,445.833878671,0.757145927496991,0.757145927498
4010,M2,log_ridge_smear,amt,3,0.215159997329187,0.215159997328,1758493143.12774,1758493143.12,0.822285854238751,0.82228585424
4010,M2,log_ridge_smear,cnt,3,0.239261611915729,0.239261611915,242766.542876647,242766.542875,0.766397457595825,0.766397457598
4010,M2,log_ridge_smear,ticket,3,0.0492830276316273,0.0492830276315,434.428403075371,434.428403075,0.774546827893029,0.774546827893
4010,M2,log_ridge_smear,amt,4,0.213735377288569,0.213735377288,1746849786.53689,1746849786.53,0.831306261082886,0.831306261084
4010,M2,log_ridge_smear,cnt,4,0.235776460682955,0.235776460682,239230.337843969,239230.337843,0.788305130621401,0.788305130624
4010,M2,log_ridge_smear,ticket,4,0.0498659338623848,0.0498659338623,439.566703929439,439.566703928,0.758353921803773,0.758353921804
4010,M2,log_ridge_smear,amt,5,0.213594199256302,0.213594199256,1745695944.72251,1745695944.72,0.829280593240682,0.829280593242
4010,M2,log_ridge_smear,cnt,5,0.235670924329096,0.235670924328,239123.255493529,239123.255493,0.786626434169808,0.786626434172
4010,M2,log_ridge_smear,ticket,5,0.0502014921919379,0.0502014921918,442.524640489993,442.524640489,0.767581456953834,0.767581456954
4010,M2,log_ridge_smear,amt,6,0.2178309997118,0.217830999711,1780323127.48081,1780323127.47,0.809393718650186,0.809393718651
4010,M2,log_ridge_smear,cnt,6,0.244118637739801,0.244118637739,247694.719020456,247694.719019,0.748809899190967,0.748809899193
4010,M2,log_ridge_smear,ticket,6,0.049463294211171,0.0494632942111,436.017447540422,436.017447539,0.767233244449472,0.76723324445
4010,M2,log_ridge_smear,amt,7,0.216799989182136,0.216799989182,1771896724.01635,1771896724.01,0.814977161453137,0.814977161455
4010,M2,log_ridge_smear,cnt,7,0.239465124792893,0.239465124792,242973.037003408,242973.037003,0.771329612553858,0.771329612556
4010,M2,log_ridge_smear,ticket,7,0.0499434096807833,0.0499434096807,440.249650933333,440.249650933,0.762669204493911,0.762669204494
4010,M2,log_ridge_smear,amt,8,0.213875697912603,0.213875697912,1747996620.79171,1747996620.79,0.829523428508999,0.82952342851
4010,M2,log_ridge_smear,cnt,8,0.236148085346618,0.236148085346,239607.406418083,239607.406418,0.78821926301412,0.788219263016
4010,M2,log_ridge_smear,ticket,8,0.0491825293637017,0.0491825293636,433.542513872842,433.542513872,0.774852946642017,0.774852946642
4010,M2,log_ridge_smear,amt,9,0.217926625897201,0.217926625897,1781104676.0652,1781104676.06,0.828424785471071,0.828424785472
4010,M2,log_ridge_smear,cnt,9,0.238350894891481,0.238350894891,241842.484805879,241842.484806,0.787021752445545,0.787021752447
4010,M2,log_ridge_smear,ticket,9,0.0496443820071469,0.0496443820071,437.613731003571,437.613731003,0.769137491646743,0.769137491647
4010,M3,log_ridge_smear,amt,0,0.17150413623297,0.171504136232,1401695720.9862,1401695720.98,0.894584320594986,0.894584320596
4010,M3,log_ridge_smear,cnt,0,0.191444039614211,0.191444039614,194248.493435092,194248.493434,0.868244324220702,0.868244324222
4010,M3,log_ridge_smear,ticket,0,0.0455241591623057,0.0455241591622,401.294090818755,401.294090818,0.800169268415896,0.800169268416
4010,M3,log_ridge_smear,amt,1,0.177188796806935,0.177188796806,1448156200.46386,1448156200.46,0.882505238850901,0.882505238852
4010,M3,log_ridge_smear,cnt,1,0.197100352399685,0.1971003524,199987.665253603,199987.665253,0.853203007489407,0.85320300749
4010,M3,log_ridge_smear,ticket,1,0.0460320919893117,0.0460320919892,405.771503378615,405.771503378,0.799300726639854,0.79930072664
4010,M3,log_ridge_smear,amt,2,0.167630188610897,0.16763018861,1370034118.38899,1370034118.38,0.89717315185331,0.897173151854
4010,M3,log_ridge_smear,cnt,2,0.188728933973918,0.188728933973,191493.614352897,191493.614352,0.86857672559777,0.868576725599
4010,M3,log_ridge_smear,ticket,2,0.0468308177509975,0.0468308177509,412.812246892548,412.812246891,0.792288064730857,0.792288064732
4010,M3,log_ridge_smear,amt,3,0.170155354713206,0.170155354713,1390672189.27248,1390672189.27,0.897185373148695,0.897185373149
4010,M3,log_ridge_smear,cnt,3,0.190579499565282,0.190579499565,193371.288783762,193371.288783,0.870701792920719,0.870701792921
4010,M3,log_ridge_smear,ticket,3,0.0463104519393295,0.0463104519392,408.225237947649,408.225237946,0.796441588085499,0.796441588086
4010,M3,log_ridge_smear,amt,4,0.169577123441502,0.169577123441,1385946330.66002,1385946330.66,0.897428386369689,0.89742838637
4010,M3,log_ridge_smear,cnt,4,0.186701293678998,0.186701293679,189436.271260314,189436.27126,0.872010641076319,0.872010641077
4010,M3,log_ridge_smear,ticket,4,0.0469471272500619,0.04694712725,413.837511620979,413.83751162,0.786489024155996,0.786489024156
4010,M3,log_ridge_smear,amt,5,0.174825947493744,0.174825947493,1428844737.51968,1428844737.51,0.889020418008544,0.889020418009
4010,M3,log_ridge_smear,cnt,5,0.195184818373114,0.195184818373,198044.070668288,198044.070668,0.858145792845461,0.858145792846
4010,M3,log_ridge_smear,ticket,5,0.0471629655872511,0.0471629655871,415.740120057467,415.740120056,0.791676840773248,0.791676840774
4010,M3,log_ridge_smear,amt,6,0.171619057735147,0.171619057735,1402634969.3413,1402634969.34,0.89010335030297,0.890103350303
4010,M3,log_ridge_smear,cnt,6,0.189931772580834,0.189931772581,192714.073280267,192714.07328,0.863444864181446,0.863444864182
4010,M3,log_ridge_smear,ticket,6,0.0459241942920538,0.0459241942919,404.820388429557,404.820388428,0.797857470636953,0.797857470638
4010,M3,log_ridge_smear,amt,7,0.177312955568425,0.177312955568,1449170944.53083,1449170944.52,0.884698254926287,0.884698254927
4010,M3,log_ridge_smear,cnt,7,0.195319585626858,0.195319585626,198180.812120552,198180.81212,0.856663317879489,0.85666331788
4010,M3,log_ridge_smear,ticket,7,0.0467440178709079,0.0467440178708,412.047108565894,412.047108565,0.792825831167276,0.792825831168
4010,M3,log_ridge_smear,amt,8,0.170151227082225,0.170151227082,1390638454.327,1390638454.32,0.897081695111783,0.897081695112
4010,M3,log_ridge_smear,cnt,8,0.185816086682521,0.185816086682,188538.096912392,188538.096912,0.873137688164157,0.873137688165
4010,M3,log_ridge_smear,ticket,8,0.0469111072441407,0.046911107244,413.519996354505,413.519996353,0.795966968267033,0.795966968268
4010,M3,log_ridge_smear,amt,9,0.170072936653241,0.170072936652,1389998590.11317,1389998590.11,0.89271242848194,0.892712428483
4010,M3,log_ridge_smear,cnt,9,0.188388787291559,0.188388787291,191148.484879405,191148.484879,0.869834220503902,0.869834220505
4010,M3,log_ridge_smear,ticket,9,0.0462406167220832,0.046240616722,407.609642612608,407.609642612,0.797732394228945,0.797732394229
4010,M4,log_ridge_smear,amt,0,0.145055834922581,0.145055834922,1185534924.00246,1185534924,0.921150209029987,0.92115020903
4010,M4,log_ridge_smear,cnt,0,0.17133407427011,0.17133407427,173843.938250217,173843.93825,0.889590493340534,0.889590493341
4010,M4,log_ridge_smear,ticket,0,0.0462047990089896,0.0462047990089,407.293910551311,407.29391055,0.799244137790634,0.799244137791
4010,M4,log_ridge_smear,amt,1,0.148681716400729,0.148681716401,1215169092.97562,1215169092.98,0.918285387363277,0.918285387363
4010,M4,log_ridge_smear,cnt,1,0.173676448697437,0.173676448698,176220.625999212,176220.625999,0.88632919829463,0.886329198295
4010,M4,log_ridge_smear,ticket,1,0.0466376836321203,0.0466376836319,411.109775456127,411.109775455,0.797065331157058,0.797065331158
4010,M4,log_ridge_smear,amt,2,0.146684500590509,0.14668450059,1198845936.48178,1198845936.48,0.913356335244734,0.913356335245
4010,M4,log_ridge_smear,cnt,2,0.173302267551382,0.173302267551,175840.963492927,175840.963493,0.877339640732403,0.877339640732
4010,M4,log_ridge_smear,ticket,2,0.0473157124207898,0.0473157124207,417.086578790988,417.08657879,0.793660766039218,0.79366076604
4010,M4,log_ridge_smear,amt,3,0.147765564142784,0.147765564142,1207681421.08654,1207681421.08,0.916385090527739,0.916385090528
4010,M4,log_ridge_smear,cnt,3,0.172405935465099,0.172405935464,174931.501084336,174931.501084,0.8815050741258,0.881505074126
